date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
20140519T000000,462000.0,3,1.5,1710.0,4500.0,1.5,0,0,3,1410,300,1928,,5151 S Othello St,Seattle,WA 98118,USA
20140519T000000,560000.0,4,1.0,1660.0,4690.0,1.5,0,0,3,1260,400,1945,,7353 16th Ave NW,Seattle,WA 98117,USA
20140519T000000,285000.0,4,1.75,2080.0,13629.0,1.0,0,0,4,1040,1040,1955,,8024 S 130th St,Seattle,WA 98178,USA
20140519T000000,280000.0,3,2.5,1270.0,9675.0,2.0,0,0,3,1270,0,1993,,44633 SE 151st St,North Bend,WA 98045,USA
20140519T000000,210000.0,3,1.0,1080.0,21043.0,1.0,0,0,3,1080,0,1942,,5612 18th Ave SW,Seattle,WA 98106,USA
20140519T000000,690000.0,3,2.0,1610.0,5100.0,1.5,0,0,5,1610,0,1940,,7341 20th Ave NE,Seattle,WA 98115,USA
20140519T000000,256500.0,2,1.0,1120.0,9912.0,1.0,0,0,4,1120,0,1980,,7615 SW 257th St,Vashon,WA 98070,USA
20140519T000000,411000.0,4,2.75,2500.0,5257.0,2.0,0,0,3,2500,0,1966,,8309 36th Ave S,Seattle,WA 98118,USA
20140519T000000,215000.0,3,1.0,970.0,7275.0,1.0,0,0,4,970,0,1970,,11428 SE 225th St,Kent,WA 98031,USA
20140519T000000,762000.0,5,2.0,3370.0,5000.0,1.5,0,0,4,2140,1230,1907,,365 Crockett St,Seattle,WA 98109,USA
20140519T000000,359950.0,3,1.0,1290.0,189486.0,1.0,0,0,4,1290,0,1960,,29701-29727 138th Ave SE,Auburn,WA 98092,USA
20140519T000000,480000.0,4,3.5,3370.0,435600.0,2.0,0,3,3,3370,0,2005,,44250 SE Edgewick Rd,North Bend,WA 98045,USA
20140519T000000,1405000.0,4,3.5,3410.0,10769.0,2.0,0,0,3,3410,0,2008,,10635 SE 2nd St,Bellevue,WA 98004,USA
20140519T000000,390000.0,4,2.5,2490.0,8290.0,2.0,0,0,3,2490,0,1999,,30271 129th Ave SE,Auburn,WA 98092,USA
20140519T000000,413500.0,2,1.0,770.0,4000.0,1.0,0,0,5,770,0,1924,,615 NW 92nd St,Seattle,WA 98117,USA
20140519T000000,285000.0,1,1.5,810.0,3211.0,2.0,0,0,4,810,0,1982,,11807 NE 105th Ct,Kirkland,WA 98033,USA
20140519T000000,475000.0,4,2.5,3060.0,10043.0,1.0,0,0,4,1700,1360,1968,,15024 Wallingford Ave N,Shoreline,WA 98133,USA
20140519T000000,386591.0,3,2.5,1690.0,1613.0,2.0,0,0,3,1150,540,2014,,2500 Mulberry Walk NE,Issaquah,WA 98029,USA
20140519T000000,524950.0,3,1.75,1890.0,3825.0,1.0,0,0,3,1290,600,1974,,7360 19th Ave NW,Seattle,WA 98117,USA
20140519T000000,241000.0,2,2.0,1470.0,3128.0,2.0,0,0,3,1470,0,2005,,24023 SE 282nd St,Maple Valley,WA 98038,USA
20140519T000000,461000.0,2,1.0,1060.0,7193.0,1.0,0,0,3,1060,0,1926,,11053 Greenwood Ave N,Seattle,WA 98133,USA
20140519T000000,810000.0,4,2.5,3480.0,59242.0,2.0,0,0,3,3480,0,1988,,17822 NE 154th St,Woodinville,WA 98072,USA
20140519T000000,885000.0,4,2.75,2730.0,3560.0,1.5,0,0,3,1550,1180,1921,2007.0,6211 Ravenna Ave NE,Seattle,WA 98115,USA
20140519T000000,247000.0,3,2.25,1580.0,7941.0,2.0,0,0,4,1580,0,1986,,1714 SW 354th Pl,Federal Way,WA 98023,USA
20140519T000000,296500.0,3,2.75,2170.0,7900.0,1.0,0,0,4,1380,790,1978,,26715 Stanford Ct,Kent,WA 98032,USA
20140519T000000,141800.0,2,1.0,930.0,4743.0,1.0,0,0,4,930,0,1942,,821 Dayton Ave NE,Renton,WA 98056,USA
20140519T000000,333000.0,4,2.0,1580.0,7800.0,2.0,0,0,2,1580,0,1906,,2023 24th Ave S,Seattle,WA 98144,USA
20140519T000000,602000.0,5,1.75,3290.0,11900.0,1.5,0,0,3,3290,0,1973,,6305 150th Ave NE,Redmond,WA 98052,USA
20140519T000000,565000.0,4,2.25,2110.0,10698.0,2.0,0,0,4,2110,0,1979,,4621 193rd Pl SE,Issaquah,WA 98027,USA
20140519T000000,373000.0,3,2.5,1670.0,3565.0,2.0,0,0,3,1670,0,1999,,18581 134th Pl NE,Woodinville,WA 98072,USA
20140519T000000,588000.0,3,2.25,2030.0,7350.0,1.0,0,0,4,1190,840,1977,,10510 160th Ave NE,Redmond,WA 98052,USA
20140519T000000,485000.0,3,1.0,1500.0,4100.0,1.5,0,0,3,1370,130,1926,,816 NW Market St,Seattle,WA 98107,USA
20140519T000000,482500.0,3,2.25,1450.0,1445.0,2.0,0,0,3,980,470,2005,,1820 24th Ave,Seattle,WA 98122,USA
20140519T000000,251200.0,4,1.5,1310.0,8250.0,1.0,0,0,3,1060,250,1953,,240 S 198th St,Des Moines,WA 98148,USA
20140519T000000,869000.0,5,3.25,4180.0,49222.0,2.0,0,0,4,2880,1300,1979,,18524 SE 60th St,Issaquah,WA 98027,USA
20140519T000000,464000.0,3,1.75,1630.0,28600.0,1.0,0,0,3,1630,0,1967,,14926 NE 202nd St,Woodinville,WA 98072,USA
20140519T000000,755000.0,4,2.5,2660.0,10452.0,2.0,0,0,3,2660,0,1993,,10805 177th Ct NE,Redmond,WA 98052,USA
20140519T000000,280000.0,3,2.5,1720.0,1916.0,2.0,0,0,3,1720,0,2005,,454 A St,Renton,WA 98056,USA
20140519T000000,485000.0,2,2.25,1260.0,1240.0,3.0,0,0,3,1260,0,2004,,3646 Dayton Ave N,Seattle,WA 98103,USA
20140519T000000,305000.0,3,1.75,1610.0,12247.0,1.0,0,0,3,1610,0,1981,,16215 SE 172nd Ct,Renton,WA 98058,USA
20140519T000000,110700.0,2,1.0,680.0,8064.0,1.0,0,0,3,680,0,1941,,14917-14999 27th Pl S,SeaTac,WA 98188,USA
20140519T000000,850000.0,4,3.5,2640.0,5900.0,2.0,0,2,3,2640,0,1937,1998.0,6728 40th Ave SW,Seattle,WA 98136,USA
20140519T000000,350000.0,3,2.25,1640.0,7200.0,2.0,0,0,4,1640,0,1985,,1755 140th Ct SE,Bellevue,WA 98007,USA
20140519T000000,319950.0,4,1.75,2310.0,8045.0,1.0,0,0,4,1650,660,1976,,16336 131st Ave SE,Renton,WA 98058,USA
20140519T000000,700000.0,3,1.75,2010.0,4905.0,1.0,0,0,5,1230,780,1912,,901 18th Ave,Seattle,WA 98122,USA
20140519T000000,368000.0,2,1.5,1660.0,4680.0,1.0,0,0,5,830,830,1908,,10010 44th Ave SW,Seattle,WA 98146,USA
20140519T000000,433500.0,3,2.5,2200.0,3360.0,2.0,0,0,3,2200,0,2009,,6729 37th Ave S,Seattle,WA 98118,USA
20140519T000000,611000.0,4,2.5,2460.0,4200.0,2.0,0,0,3,2460,0,1998,,23911 SE 6th St,Redmond,WA 98074,USA
20140519T000000,1000000.0,2,1.75,2430.0,23400.0,1.0,0,4,3,2430,0,1951,,18200-18298 13th Ave NW,Shoreline,WA 98177,USA
20140519T000000,307000.0,3,1.0,1370.0,7500.0,1.0,0,0,3,1370,0,1960,,4751 Stephens Ave,Carnation,WA 98014,USA
20140519T000000,442500.0,3,1.75,1800.0,10200.0,1.0,0,0,3,1800,0,1967,,17110-17116 146th Ave SE,Renton,WA 98058,USA
20140519T000000,485000.0,3,1.75,2200.0,7706.0,2.0,0,2,3,2200,0,1908,1988.0,23902 6th Ave S,Des Moines,WA 98198,USA
20140519T000000,367000.0,2,1.0,700.0,2334.0,1.0,0,0,3,700,0,1945,,2632 NW North Beach Dr,Seattle,WA 98117,USA
20140519T000000,429000.0,3,2.5,1920.0,15124.0,2.0,0,0,3,1920,0,1995,,714 NE 10th St,North Bend,WA 98045,USA
20140519T000000,446000.0,5,2.75,2190.0,12687.0,1.0,0,0,5,1370,820,1978,,20402 63rd Ave NE,Kenmore,WA 98028,USA
20140519T000000,572500.0,3,2.25,2030.0,9791.0,1.0,0,0,4,1500,530,1984,,13322 SE 77th Ct,Newcastle,WA 98059,USA
20140519T000000,477000.0,3,2.5,1350.0,2053.0,3.0,0,0,3,1350,0,2005,,2313 NW 65th St,Seattle,WA 98117,USA
20140519T000000,518000.0,3,2.5,1680.0,2096.0,2.0,0,0,3,1380,300,2008,,8354 11th Ave NW,Seattle,WA 98117,USA
20140519T000000,462000.0,5,1.75,1250.0,10530.0,1.0,0,0,4,1250,0,1966,,4 151st Pl NE,Bellevue,WA 98007,USA
20140519T000000,1190000.0,4,3.0,2240.0,6000.0,1.5,0,0,4,1270,970,1914,,2009 4th Ave N,Seattle,WA 98109,USA
20140519T000000,137000.0,3,1.0,950.0,7620.0,1.0,0,0,3,950,0,1954,,9445 8th Ave SW,Seattle,WA 98106,USA
20140519T000000,530000.0,3,3.5,2320.0,3174.0,2.0,0,0,3,2060,260,1997,,12418 NE 100th St,Kirkland,WA 98033,USA
20140519T000000,818000.0,2,2.5,2380.0,9374.0,1.0,0,2,3,2380,0,2011,,12449 240th Pl NE,Redmond,WA 98053,USA
20140519T000000,640000.0,2,2.25,1540.0,958.0,3.0,0,0,3,1540,0,2007,,1806 11th Ave,Seattle,WA 98122,USA
20140519T000000,298450.0,5,3.0,2100.0,9752.0,1.0,0,0,3,1200,900,2007,,29801-29829 23rd Avenue South,Federal Way,WA 98003,USA
20140519T000000,575000.0,4,2.5,2500.0,4945.0,2.0,0,0,3,2500,0,2013,,34115 SE Ash St,Snoqualmie,WA 98065,USA
20140520T000000,730000.0,4,2.5,3230.0,7331.0,2.0,0,0,3,3230,0,2004,,2913 278th Ave SE,Sammamish,WA 98075,USA
20140520T000000,551000.0,3,2.5,2830.0,5802.0,2.0,0,0,3,2830,0,2001,,7928 NE 182nd Pl,Kenmore,WA 98028,USA
20140520T000000,271310.0,2,1.0,870.0,5340.0,1.5,0,0,2,870,0,1906,,2019 24th Ave S,Seattle,WA 98144,USA
20140520T000000,675000.0,4,3.0,2690.0,28300.0,1.0,0,0,3,2690,0,1954,1999.0,17428 7th Pl SW,Normandy Park,WA 98166,USA
20140520T000000,479000.0,3,2.5,1260.0,889.0,3.0,0,0,3,1260,0,2008,,915 6th Ave N,Seattle,WA 98109,USA
20140520T000000,520000.0,4,3.5,2680.0,10000.0,2.0,0,0,3,2040,640,1942,2014.0,13342 30th Ave NE,Seattle,WA 98125,USA
20140520T000000,599950.0,3,2.5,2660.0,4975.0,2.0,0,0,3,2660,0,2014,,4810 S Raymond St,Seattle,WA 98118,USA
20140520T000000,483945.0,2,1.75,1480.0,5120.0,1.0,0,0,4,840,640,1951,,4844 47th Ave SW,Seattle,WA 98116,USA
20140520T000000,390000.0,4,2.25,1770.0,33132.0,1.0,0,0,4,1190,580,1965,,14223 SE 179th Pl,Renton,WA 98058,USA
20140520T000000,192500.0,2,1.0,950.0,7692.0,1.0,0,0,3,950,0,1926,,12516 Military Rd S,Seattle,WA 98168,USA
20140520T000000,330000.0,2,1.0,860.0,8308.0,1.0,0,0,4,860,0,1948,,3522 SW 107th St,Seattle,WA 98146,USA
20140520T000000,250000.0,4,2.0,1960.0,7560.0,1.0,0,0,5,1160,800,1978,,12206 SE 217th St,Kent,WA 98031,USA
20140520T000000,243000.0,2,1.0,1770.0,5522.0,1.5,0,0,4,960,810,1943,,8040 S 118th St,Seattle,WA 98178,USA
20140520T000000,575000.0,4,1.75,1280.0,6060.0,1.0,0,0,3,860,420,1926,,7032 7th Ave NW,Seattle,WA 98117,USA
20140520T000000,639000.0,4,2.5,2150.0,12028.0,2.0,0,0,4,2150,0,1982,,13615 179th Ave NE,Redmond,WA 98052,USA
20140520T000000,710000.0,2,1.0,1790.0,4000.0,1.0,0,0,4,1040,750,1923,,2422 E McGraw St,Seattle,WA 98112,USA
20140520T000000,675000.0,3,2.25,1990.0,10260.0,2.0,0,0,4,1990,0,1987,,16822 NE 87th St,Redmond,WA 98052,USA
20140520T000000,405000.0,5,2.5,2430.0,4781.0,2.0,0,0,3,2430,0,2001,,16819 SE 171st Pl,Renton,WA 98058,USA
20140520T000000,615000.0,4,2.75,2820.0,13193.0,1.0,0,0,3,1860,960,1965,,4941-4949 125th Ave SE,Bellevue,WA 98006,USA
20140520T000000,490000.0,3,1.0,1910.0,8190.0,1.0,0,0,4,1010,900,1946,,9237 7th Ave NW,Seattle,WA 98117,USA
20140520T000000,467000.0,3,2.25,1270.0,1213.0,2.0,0,0,3,1040,230,2005,,1427 NW 62nd St,Seattle,WA 98107,USA
20140520T000000,480000.0,4,2.75,2050.0,3960.0,1.0,0,0,4,1180,870,1986,,2612 49th Ave SW,Seattle,WA 98116,USA
20140520T000000,755000.0,6,2.0,2150.0,4505.0,1.0,0,0,3,1270,880,1952,,3429 9th Ave W,Seattle,WA 98119,USA
20140520T000000,760000.0,4,1.75,2450.0,13300.0,1.0,0,2,4,1630,820,1987,,5028 157th Ave SE,Bellevue,WA 98006,USA
20140520T000000,387000.0,2,2.25,1230.0,1280.0,2.0,0,0,3,960,270,2012,,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA
20140520T000000,925000.0,4,2.25,2260.0,41984.0,1.0,0,0,4,2260,0,1967,,6046 126th Ave NE,Kirkland,WA 98033,USA
20140520T000000,415000.0,2,1.0,1050.0,60113.0,1.0,0,0,4,1050,0,1943,,3720 S 312th Ln,Auburn,WA 98001,USA
20140520T000000,263000.0,3,1.75,1570.0,7775.0,2.0,0,0,3,1570,0,1982,,9226 S 239th Pl,Kent,WA 98031,USA
20140520T000000,519900.0,4,2.0,1820.0,9350.0,1.0,0,0,4,1820,0,1967,,2019 182nd Ave NE,Redmond,WA 98052,USA
20140520T000000,570000.0,2,1.75,1540.0,4025.0,1.0,0,0,4,1190,350,1908,,1715 46th Ave SW,Seattle,WA 98116,USA
20140520T000000,450000.0,3,1.5,2060.0,44866.0,1.0,0,0,3,2060,0,1953,,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,USA
20140520T000000,1300000.0,4,3.5,4380.0,74052.0,1.0,0,0,3,4380,0,2001,,5830 246th Pl NE,Redmond,WA 98053,USA
20140520T000000,300000.0,3,1.0,1090.0,9900.0,1.0,0,0,4,1090,0,1955,,13424 NE 80th St,Redmond,WA 98052,USA
20140520T000000,320000.0,3,1.75,1480.0,7225.0,1.0,0,0,4,1480,0,1965,,2525 NE 24th St,Renton,WA 98056,USA
20140520T000000,387500.0,4,1.0,1320.0,4440.0,1.5,0,0,3,1320,0,1929,,1505 29th Ave,Seattle,WA 98122,USA
20140520T000000,458000.0,1,2.25,2140.0,10350.0,1.0,0,0,3,1470,670,1976,,14634 128th Ave NE,Woodinville,WA 98072,USA
20140520T000000,1212500.0,4,3.5,4560.0,16643.0,1.0,0,3,3,2230,2330,1995,,16864 SE 57th Pl,Bellevue,WA 98006,USA
20140520T000000,380000.0,4,3.0,2800.0,9764.0,2.0,0,0,3,2800,0,2002,,24729 SE 276th Pl,Maple Valley,WA 98038,USA
20140520T000000,200000.0,3,1.0,1050.0,5000.0,1.0,0,0,4,1050,0,1967,,602 Tacoma Ave NE,Renton,WA 98056,USA
20140520T000000,385000.0,3,1.5,1490.0,9630.0,1.0,0,0,4,1490,0,1959,,6428 NE 184th St,Kenmore,WA 98028,USA
20140520T000000,396675.0,2,1.0,1730.0,6375.0,2.0,0,0,4,1730,0,1945,,7358 28th Ave SW,Seattle,WA 98126,USA
20140520T000000,452000.0,4,1.0,1210.0,3760.0,1.5,0,0,3,1210,0,1900,,1106 N 80th St,Seattle,WA 98103,USA
20140520T000000,426000.0,4,2.5,2800.0,8494.0,2.0,0,0,3,2800,0,2004,,24957 SE 279th St,Maple Valley,WA 98038,USA
20140520T000000,792000.0,3,1.5,1570.0,1050.0,2.0,0,0,3,1570,0,1915,,1833 1st Ave N,Seattle,WA 98109,USA
20140520T000000,315000.0,3,2.25,1400.0,31626.0,1.0,0,0,2,1140,260,1987,,20515 SE 333rd Pl,Auburn,WA 98092,USA
20140520T000000,1275000.0,4,2.0,2850.0,7861.0,1.0,0,4,4,1450,1400,1970,,3014 NW Esplanade,Seattle,WA 98117,USA
20140520T000000,326000.0,6,3.0,1880.0,7200.0,1.0,0,0,4,1880,0,1966,,1178 Camas Ave NE,Renton,WA 98056,USA
20140520T000000,268500.0,2,1.0,790.0,8424.0,1.0,0,0,4,790,0,1953,,556 N 167th St,Shoreline,WA 98133,USA
20140520T000000,440000.0,2,1.75,1300.0,4000.0,2.0,0,0,3,1300,0,1948,,5501 37th Ave NE,Seattle,WA 98105,USA
20140520T000000,300000.0,3,1.0,2120.0,7735.0,1.0,0,0,4,1060,1060,1967,,12840 163rd Ave SE,Renton,WA 98059,USA
20140520T000000,525000.0,3,1.5,1540.0,4773.0,2.0,0,0,3,1540,0,1941,2009.0,4017 36th Ave SW,Seattle,WA 98126,USA
20140520T000000,978000.0,4,2.75,2620.0,13777.0,1.5,0,2,4,1720,900,1926,,2602 Shoreland Dr S,Seattle,WA 98144,USA
20140520T000000,1125000.0,6,3.0,2880.0,3192.0,2.0,0,0,4,2180,700,1919,,2212 N 36th St,Seattle,WA 98103,USA
20140520T000000,700000.0,4,1.0,1680.0,4021.0,1.5,0,0,3,1680,0,1921,,2139 N 52nd St,Seattle,WA 98103,USA
20140520T000000,315000.0,2,1.0,790.0,6969.0,1.0,0,0,3,790,0,1955,1984.0,10830 132nd Ave NE,Redmond,WA 98052,USA
20140520T000000,309000.0,3,1.0,1092.0,7500.0,1.5,0,0,3,1092,0,1918,,7757 15th Ave SW,Seattle,WA 98106,USA
20140520T000000,219950.0,3,1.5,1650.0,9936.0,1.0,0,0,3,1090,560,1967,,425 S 305th St,Federal Way,WA 98003,USA
20140520T000000,289000.0,3,2.5,2090.0,4700.0,2.0,0,0,3,2090,0,2002,,17814 SE 257th St,Covington,WA 98042,USA
20140520T000000,210000.0,4,1.75,2180.0,28710.0,1.0,0,0,3,1180,1000,1950,,21922 34th Ave S,SeaTac,WA 98198,USA
20140520T000000,260000.0,4,2.5,1990.0,6671.0,2.0,0,0,3,1990,0,1989,,32819 17th Ave SW,Federal Way,WA 98023,USA
20140520T000000,699000.0,4,2.5,2650.0,7945.0,2.0,0,0,3,2650,0,2006,,11332 30th Ave NE,Seattle,WA 98125,USA
20140520T000000,1800000.0,4,3.5,4460.0,16953.0,1.0,0,0,3,2550,1910,1962,1994.0,2625 82nd Ave NE,Medina,WA 98039,USA
20140520T000000,299950.0,3,1.0,910.0,8000.0,1.0,0,0,4,740,170,1950,,20013 15th Ave NW,Shoreline,WA 98177,USA
20140520T000000,749950.0,3,2.5,2770.0,10773.0,2.0,0,2,3,2770,0,1992,,16420 SE 39th Pl,Bellevue,WA 98008,USA
20140520T000000,1100000.0,3,2.0,2390.0,6888.0,2.0,0,1,5,2390,0,1939,,7529 Lakemont Dr NE,Seattle,WA 98115,USA
20140520T000000,555000.0,3,2.5,3050.0,158558.0,1.0,0,0,4,3050,0,1987,,701 S 52nd St,Renton,WA 98055,USA
20140520T000000,384000.0,3,2.5,1700.0,4000.0,2.0,0,0,3,1700,0,2003,,35131 SE Ridge St,Snoqualmie,WA 98065,USA
20140520T000000,499950.0,5,3.5,3200.0,43560.0,2.0,0,0,3,3200,0,1989,,18460 SE 143rd St,Renton,WA 98059,USA
20140520T000000,430000.0,3,1.75,1200.0,4500.0,1.0,0,0,5,1200,0,1906,,5206 13th Ave S,Seattle,WA 98108,USA
20140520T000000,350000.0,4,2.25,2220.0,6953.0,2.0,0,0,4,2220,0,1999,,22507 SE 279th St,Maple Valley,WA 98038,USA
20140520T000000,620000.0,3,2.5,2480.0,9041.0,2.0,0,0,3,2480,0,2004,,8719 228th Way NE,Redmond,WA 98053,USA
20140520T000000,765000.0,4,2.25,2560.0,12100.0,1.0,0,0,4,1760,800,1976,,17323 NE 24th St,Redmond,WA 98052,USA
20140520T000000,250000.0,4,1.5,2500.0,6300.0,1.0,0,0,4,1500,1000,1961,,24911-24917 38th Ave S,Kent,WA 98032,USA
20140520T000000,376000.0,2,1.0,1150.0,4000.0,1.0,0,0,3,1150,0,1947,,2825 W Elmore St,Seattle,WA 98199,USA
20140520T000000,475000.0,4,1.75,1650.0,7775.0,1.0,0,0,4,1150,500,1950,,11726 Phinney Ave N,Seattle,WA 98133,USA
20140520T000000,120750.0,3,1.75,1140.0,9628.0,1.0,0,0,4,1140,0,1969,,34403 30th Ave SW,Federal Way,WA 98023,USA
20140520T000000,1690000.0,3,1.75,3400.0,8965.0,1.0,0,2,5,1820,1580,1957,,3872 50th Ave NE,Seattle,WA 98105,USA
20140520T000000,330000.0,3,1.0,1180.0,43124.0,1.0,0,0,4,1180,0,1959,,8442-8514 WA-900,Issaquah,WA 98027,USA
20140520T000000,619500.0,3,2.5,1700.0,4105.0,2.0,0,0,3,1700,0,1992,,3113 E Cherry St,Seattle,WA 98122,USA
20140520T000000,345000.0,3,1.5,1240.0,11200.0,1.0,0,0,4,1240,0,1954,,15154 SE Newport Way,Bellevue,WA 98006,USA
20140520T000000,598000.0,5,2.25,2890.0,12478.0,2.0,0,0,3,2890,0,1977,,2116 Sahalee Dr E,Sammamish,WA 98074,USA
20140520T000000,335000.0,3,1.0,1060.0,10050.0,1.0,0,0,4,1060,0,1967,,8136 NE 147th Pl,Kenmore,WA 98028,USA
20140520T000000,372500.0,4,1.75,1590.0,10523.0,2.0,0,0,4,1590,0,1922,,14556 Stone Ave N,Shoreline,WA 98133,USA
20140520T000000,300000.0,6,5.25,2860.0,5682.0,2.0,0,0,3,2860,0,1978,,606 5th St SE,Auburn,WA 98002,USA
20140520T000000,194000.0,1,1.0,820.0,1060.0,1.0,0,0,3,760,60,2007,,6017-6199 31st Ave SW,Seattle,WA 98126,USA
20140520T000000,507500.0,3,2.0,2020.0,8118.0,1.0,0,0,3,1020,1000,1963,,16630 SE 26th St,Bellevue,WA 98008,USA
20140520T000000,325000.0,4,2.25,1870.0,9680.0,1.0,0,0,4,1170,700,1959,,12813 81st Ave NE,Kirkland,WA 98034,USA
20140520T000000,329900.0,3,2.5,2170.0,4905.0,2.0,0,0,3,2170,0,2004,,22639 SE 280th Pl,Maple Valley,WA 98038,USA
20140520T000000,329000.0,4,2.5,1600.0,6765.0,1.0,0,0,3,830,770,1947,2011.0,6048 26th Ave SW,Seattle,WA 98106,USA
20140520T000000,494000.0,4,1.75,2090.0,4300.0,1.5,0,0,4,1250,840,1925,,5011 SW Dawson St,Seattle,WA 98136,USA
20140520T000000,206000.0,4,2.0,1700.0,6025.0,1.0,0,0,3,1700,0,1978,,606 5th St SE,Auburn,WA 98002,USA
20140520T000000,423000.0,4,1.75,1940.0,6909.0,1.0,0,0,4,970,970,1941,,11207 Evanston Ave N,Seattle,WA 98133,USA
20140520T000000,259000.0,3,1.0,1320.0,8625.0,1.0,0,0,4,1320,0,1957,,2931 NE 5th Pl,Renton,WA 98056,USA
20140520T000000,879950.0,4,2.25,3500.0,13875.0,1.0,0,4,4,1830,1670,1938,,10599 Marine View Dr SW,Seattle,WA 98146,USA
20140520T000000,345600.0,5,3.5,2800.0,5120.0,2.5,0,0,3,2800,0,1903,2005.0,352 17th Ave,Seattle,WA 98122,USA
20140520T000000,395000.0,3,1.5,1080.0,2940.0,1.5,0,0,4,1080,0,1920,,7505 Ravenna Ave NE,Seattle,WA 98115,USA
20140520T000000,625000.0,4,2.5,3550.0,8048.0,2.0,0,0,3,3550,0,2007,,6519 Sword Fern Ave SE,Snoqualmie,WA 98065,USA
20140520T000000,439000.0,3,2.0,2010.0,251341.0,2.0,0,0,3,1510,500,2003,,16103 Kelly Rd NE,Duvall,WA 98019,USA
20140520T000000,380000.0,3,1.75,1690.0,1468.0,2.0,0,0,3,1380,310,2008,,4355 Jill Pl S,Seattle,WA 98108,USA
20140520T000000,440000.0,3,1.5,1270.0,1443.0,3.0,0,0,3,1270,0,2007,,9608 Roosevelt Way NE,Seattle,WA 98115,USA
20140520T000000,415000.0,3,2.25,1970.0,2377.0,2.0,0,0,3,1680,290,2008,,4351 Jill Pl S,Seattle,WA 98108,USA
20140520T000000,860000.0,4,2.75,3160.0,8097.0,2.0,0,0,3,3160,0,2014,,13009 NE 74th St,Kirkland,WA 98033,USA
20140520T000000,500000.0,3,2.5,1210.0,1200.0,3.0,0,0,3,1210,0,2008,,3903 Woodland Park Ave N,Seattle,WA 98103,USA
20140520T000000,953007.0,4,3.5,3120.0,5086.0,2.0,0,0,3,2480,640,2008,,6511 37th Ave NE,Seattle,WA 98115,USA
20140520T000000,515000.0,4,2.5,2670.0,8765.0,2.0,0,0,3,2670,0,2006,,5407 NE 3rd Pl,Renton,WA 98059,USA
20140520T000000,772000.0,3,2.25,1640.0,1204.0,3.0,0,0,3,1640,0,2014,,122 27th Ave E,Seattle,WA 98112,USA
20140520T000000,329995.0,4,2.5,2303.0,3680.0,2.0,0,0,3,2303,0,2013,,38068 41st Pl S,Auburn,WA 98001,USA
20140520T000000,409316.0,3,2.5,1800.0,3168.0,2.0,0,0,3,1800,0,2014,,7416 Better Way Loop SE,Snoqualmie,WA 98065,USA
20140520T000000,490000.0,5,3.5,4460.0,2975.0,3.0,0,2,3,3280,1180,2013,,1400 10th Ave W,Seattle,WA 98119,USA
20140520T000000,305000.0,2,2.5,1590.0,2656.0,2.0,0,0,3,1220,370,2009,,5937 Delridge Way SW,Seattle,WA 98106,USA
20140520T000000,785000.0,4,3.5,3070.0,4684.0,2.0,0,0,3,2190,880,2009,,2500-2556 NW Alpine Crest Way,Issaquah,WA 98027,USA
20140521T000000,240000.0,2,1.75,1330.0,7200.0,1.0,0,0,3,1330,0,1993,,17451 42nd Ln S,SeaTac,WA 98188,USA
20140521T000000,325000.0,3,1.0,990.0,6750.0,1.0,0,0,4,990,0,1947,,11502 Corliss Ave N,Seattle,WA 98133,USA
20140521T000000,535800.0,4,2.5,1900.0,5790.0,2.0,0,0,3,1900,0,1994,,4136 258th Ave SE,Issaquah,WA 98029,USA
20140521T000000,720000.0,3,2.5,2020.0,1159.0,3.0,0,3,3,2020,0,2000,,208 N 45th St,Seattle,WA 98103,USA
20140521T000000,374000.0,3,1.75,2000.0,9416.0,1.0,0,0,4,2000,0,1961,,12401 NE 108th Ln,Kirkland,WA 98033,USA
20140521T000000,189650.0,2,1.75,1100.0,7600.0,1.0,0,0,3,1100,0,1980,,1215 S 211th St,Des Moines,WA 98198,USA
20140521T000000,420850.0,1,1.0,960.0,40946.0,1.0,0,0,5,960,0,1945,,10815 E Lake Joy Dr NE,Carnation,WA 98014,USA
20140521T000000,815000.0,4,2.75,3488.0,9614.0,2.0,0,0,3,3488,0,1998,,321 246th Way SE,Redmond,WA 98074,USA
20140521T000000,1065000.0,2,1.75,1890.0,9466.0,2.0,0,0,3,1890,0,1987,,130 97th Ave NE,Bellevue,WA 98004,USA
20140521T000000,199000.0,4,2.0,2030.0,8120.0,2.0,0,0,3,2030,0,1950,,11226 57th Ave S,Seattle,WA 98178,USA
20140521T000000,195000.0,3,1.75,1380.0,7350.0,1.0,0,0,3,990,390,1981,,18600-18698 SE 259th Pl,Covington,WA 98042,USA
20140521T000000,1506000.0,4,3.25,3660.0,5800.0,2.5,0,0,3,3360,300,1909,1995.0,1020 15th Ave E,Seattle,WA 98112,USA
20140521T000000,288400.0,3,2.25,1870.0,3230.0,2.0,0,0,3,1870,0,1997,,3901 NE 5th Pl,Renton,WA 98056,USA
20140521T000000,442000.0,4,2.25,2080.0,12007.0,1.0,0,0,4,1220,860,1979,,1740 216th Pl NE,Sammamish,WA 98074,USA
